profile_id,account_age,verified_status,number_of_jobs_applied,response_rate,completion_rate,feedback_score,total_earnings,last_login_ip,last_login_time,device_type,number_of_refunds,reported_fraud
497,3 years,unverified,65,0.93,0.16,4.7,3061,182.225.133.132,2024-07-13 16:32:16,Tablet,4,True
498,1 year,verified,69,0.82,0.77,2.2,3881,211.28.11.102,2024-03-23 21:15:31,Mobile,1,True
499,1 year,unverified,53,0.56,0.58,4.5,1470,139.236.141.146,2024-10-05 08:34:58,Mobile,3,True
500,2 years,verified,72,0.44,0.85,4.9,561,194.52.15.99,2024-02-15 08:26:31,Tablet,3,False
501,2 years,unverified,74,0.76,0.42,3.8,1894,219.110.29.84,2024-01-17 15:09:55,PC,3,True
502,3 years,unverified,29,0.57,0.18,4.6,7092,50.70.152.236,2024-08-13 11:08:24,PC,2,True
503,3 years,verified,76,0.7,0.29,2.2,7424,91.23.243.80,2024-08-27 04:34:29,PC,4,True
504,6 months,verified,93,0.39,0.24,3.9,9020,218.71.66.173,2024-04-12 14:11:59,Tablet,5,True
505,3 years,verified,21,0.29,0.99,3.4,2943,223.157.20.12,2024-08-24 20:26:31,PC,0,True
506,6 months,unverified,83,0.81,0.96,2.2,507,68.180.8.232,2024-06-07 11:08:19,PC,3,False
507,2 years,verified,1,0.91,0.66,2.0,8442,49.136.4.234,2024-03-03 01:10:38,Tablet,2,False
508,3 years,unverified,24,0.34,0.93,1.3,8624,222.185.30.211,2024-06-26 08:05:46,Tablet,1,False
509,2 years,verified,93,0.52,0.97,3.3,5411,52.3.16.1,2024-08-24 05:26:48,Tablet,3,False
510,2 years,unverified,34,0.97,0.69,4.6,3457,215.62.72.63,2024-10-04 08:02:08,Tablet,3,True
511,1 year,unverified,69,0.45,0.54,1.9,1508,196.161.82.252,2024-03-27 14:46:51,Tablet,4,False
512,3 years,unverified,39,0.16,0.78,4.9,3664,221.4.40.208,2024-06-21 07:57:31,Tablet,0,False
513,1 year,verified,9,0.27,0.59,1.5,4422,178.63.73.123,2024-05-08 23:27:07,Mobile,5,True
514,2 years,unverified,62,0.94,0.67,4.5,699,204.154.15.189,2024-04-20 17:05:08,Mobile,0,False
515,1 year,unverified,26,0.76,0.58,2.7,6292,155.25.248.248,2024-03-01 02:17:11,PC,5,False
516,6 months,unverified,60,0.79,0.23,1.4,2174,56.0.240.59,2024-06-26 13:50:19,Tablet,2,False
517,3 years,verified,48,0.66,0.24,2.2,9592,195.97.118.185,2024-04-26 10:22:37,Tablet,4,False
518,2 years,verified,24,0.69,0.21,1.0,865,202.150.39.255,2024-09-21 01:06:55,PC,5,True
519,1 year,unverified,89,0.42,0.64,4.9,9512,196.246.208.179,2024-04-07 13:55:34,Mobile,3,True
520,3 years,verified,16,0.54,0.26,3.3,389,147.104.11.0,2024-08-16 21:27:26,PC,2,False
521,1 month,unverified,14,0.82,0.2,3.4,4375,102.17.168.154,2024-01-16 07:21:54,PC,4,False
522,3 years,verified,91,0.43,0.87,5.0,4806,182.63.99.194,2024-07-01 13:38:22,Mobile,4,True
523,2 years,verified,45,0.6,0.45,2.1,1652,120.104.166.26,2024-05-09 18:12:11,Mobile,2,True
524,1 year,unverified,19,0.19,0.76,2.9,8470,217.142.242.71,2024-03-19 20:29:31,Tablet,1,True
525,6 months,verified,22,0.91,0.14,2.3,3773,175.202.254.46,2024-04-18 10:59:52,Mobile,3,True
526,3 years,verified,71,0.34,0.14,1.6,9492,156.254.19.234,2024-07-10 13:23:17,PC,2,False
527,1 month,verified,76,0.3,0.34,1.6,3545,144.146.234.206,2024-01-10 21:20:25,Mobile,4,True
528,1 year,verified,86,0.25,0.5,1.4,4816,186.97.39.230,2024-06-04 01:45:13,Mobile,3,False
529,3 years,unverified,15,0.24,0.63,3.7,7671,27.102.217.189,2024-08-21 16:08:19,PC,4,True
530,6 months,verified,65,0.57,0.62,3.4,7358,181.235.70.21,2024-01-19 23:04:30,PC,0,True
531,1 month,verified,8,0.22,0.21,4.2,9503,89.180.176.150,2024-02-02 13:22:08,Tablet,3,True
532,6 months,verified,53,0.76,0.2,4.8,8298,222.118.139.45,2024-05-02 12:27:28,PC,4,False
533,1 month,verified,97,0.24,0.79,2.7,2915,207.112.101.8,2024-04-11 05:37:34,Tablet,3,False
534,1 year,unverified,20,0.99,0.42,4.6,5981,207.15.220.13,2024-04-06 14:54:08,Mobile,0,True
535,1 year,verified,66,0.8,0.99,1.5,6620,221.98.87.130,2024-10-01 09:44:32,Tablet,0,True
536,2 years,verified,6,0.62,0.44,2.0,6354,60.95.10.233,2024-03-25 05:56:32,Mobile,4,False
537,6 months,unverified,54,0.26,0.75,3.3,2176,61.119.12.37,2024-03-23 03:06:28,Mobile,3,False
538,1 month,verified,2,0.38,0.16,3.7,9037,4.46.120.150,2024-05-16 12:16:43,PC,3,False
539,2 years,unverified,92,0.44,0.99,4.9,9700,183.208.174.160,2024-05-30 18:02:35,PC,5,False
540,2 years,verified,60,0.94,0.82,4.6,3114,195.217.188.237,2024-02-07 15:22:08,PC,4,False
541,2 years,unverified,37,0.74,0.48,2.2,718,140.192.176.246,2024-02-23 02:50:15,Tablet,1,False
542,1 year,unverified,45,0.7,0.6,2.7,8605,207.160.27.227,2024-09-09 03:00:46,PC,2,False
543,1 year,unverified,28,0.89,0.25,4.1,5254,219.239.223.237,2024-02-14 17:25:41,PC,1,True
544,1 month,verified,9,0.19,0.39,2.4,2882,163.7.35.23,2024-04-08 06:33:51,Mobile,3,False
545,6 months,verified,44,0.35,0.54,4.9,3676,155.120.221.213,2024-01-22 01:32:07,Tablet,1,False
546,3 years,unverified,74,0.65,0.76,1.1,9340,180.134.142.173,2024-07-26 17:05:11,PC,0,True
547,3 years,unverified,59,0.54,0.19,2.8,7382,85.63.245.61,2024-04-02 20:59:41,Tablet,1,True
548,2 years,unverified,53,0.64,0.87,1.1,9495,215.227.58.221,2024-01-15 14:16:55,Mobile,4,False
549,2 years,unverified,39,0.25,0.11,1.5,4462,44.19.164.220,2024-09-11 11:46:57,PC,1,False
550,2 years,unverified,81,0.72,0.33,4.6,3244,56.34.20.88,2024-02-23 15:35:09,Mobile,1,True
551,6 months,verified,94,0.23,0.77,3.4,660,166.42.199.191,2024-02-21 23:44:26,PC,0,False
552,1 month,unverified,5,0.73,0.46,2.0,2410,214.182.144.3,2024-03-25 15:30:45,Mobile,0,False
553,1 year,verified,49,0.17,0.27,2.2,1573,90.88.195.165,2024-09-18 17:51:37,Mobile,3,True
554,1 month,verified,10,0.29,0.93,3.0,3679,202.117.145.182,2024-06-16 06:25:55,Tablet,5,False
555,1 year,unverified,22,0.42,0.77,3.8,5184,163.12.79.134,2024-08-06 03:38:09,Tablet,2,True
556,2 years,unverified,54,0.31,0.71,3.4,2898,218.21.27.253,2024-06-28 03:55:22,PC,2,True
557,1 month,verified,67,0.42,0.32,3.3,7673,177.192.13.45,2024-09-08 11:54:01,Tablet,2,False
558,3 years,verified,11,0.61,0.49,3.1,8925,168.71.173.64,2024-03-26 22:24:24,PC,4,False
559,2 years,unverified,75,0.85,0.46,1.2,1603,217.14.226.215,2024-09-07 08:03:35,Tablet,4,True
560,2 years,unverified,35,0.39,0.12,1.6,5476,70.150.245.179,2024-04-13 20:51:05,Mobile,3,True
561,1 month,verified,46,0.72,0.31,1.6,7013,188.79.189.239,2024-03-08 01:03:48,Tablet,0,True
562,1 year,verified,6,0.72,0.18,4.8,3902,47.71.154.25,2024-08-06 03:47:49,PC,2,True
563,3 years,verified,52,0.81,0.98,3.1,1713,113.248.78.146,2024-09-29 11:51:02,PC,2,False
564,1 month,verified,99,0.92,0.89,2.6,4323,121.39.5.42,2024-05-10 23:13:34,Tablet,5,False
565,1 year,verified,73,0.26,0.46,1.8,5000,106.110.29.196,2024-03-30 01:16:07,Mobile,5,True
566,3 years,unverified,25,0.23,0.49,1.4,1290,208.27.205.204,2024-06-29 04:54:19,Tablet,0,False
567,1 month,unverified,16,0.51,0.5,2.8,6608,184.84.185.103,2024-09-07 13:25:27,PC,1,True
568,3 years,verified,6,0.68,0.63,2.0,6905,123.71.198.47,2024-02-09 22:27:40,Mobile,4,True
569,1 year,verified,83,0.17,0.86,2.3,3581,65.228.67.178,2024-06-07 03:29:58,Mobile,4,True
570,1 year,verified,3,0.99,0.48,1.5,2513,152.20.62.116,2024-04-30 10:44:53,PC,5,False
571,3 years,unverified,53,0.57,0.3,3.5,6532,174.149.37.80,2024-03-09 04:25:14,PC,4,False
572,2 years,verified,49,0.49,0.25,4.1,4282,196.227.126.160,2024-01-14 06:57:05,Tablet,5,False
573,1 year,unverified,98,0.65,0.54,3.8,9857,177.27.178.45,2024-04-09 13:30:03,PC,1,False
574,3 years,unverified,96,0.77,0.35,2.5,6016,128.173.216.210,2024-04-13 12:15:08,Tablet,2,True
575,1 month,verified,33,0.8,0.63,4.0,2161,83.94.253.132,2024-04-12 21:39:38,Tablet,4,True
576,2 years,verified,81,0.8,0.11,1.8,9757,138.94.249.195,2024-06-28 23:58:05,Tablet,5,True
577,6 months,unverified,60,0.4,0.54,3.7,2275,106.196.98.83,2024-05-23 06:10:08,PC,0,True
578,1 year,unverified,28,0.49,0.49,1.2,3928,124.115.133.179,2024-04-03 10:07:21,Tablet,4,True
579,1 year,unverified,87,0.49,0.76,1.2,4918,171.93.179.153,2024-06-12 17:11:28,Mobile,3,True
580,2 years,unverified,14,0.93,0.59,2.8,9585,1.34.163.167,2024-08-15 12:07:22,PC,1,False
581,3 years,unverified,21,0.87,0.74,2.6,2962,221.184.237.104,2024-09-21 16:14:23,Tablet,4,False
582,1 month,verified,60,0.46,0.55,1.1,1020,194.67.59.43,2024-09-15 05:28:40,Mobile,0,False
583,1 month,unverified,72,0.28,0.58,1.8,1571,145.101.166.138,2024-04-23 06:48:59,Tablet,4,True
584,2 years,verified,7,0.46,0.35,4.6,5151,215.173.71.213,2024-08-04 18:25:50,Tablet,1,False
585,2 years,unverified,19,0.99,0.14,3.8,4020,198.183.29.110,2024-05-02 23:02:10,PC,2,False
586,1 year,verified,37,0.49,0.4,4.0,2446,160.185.173.34,2024-02-18 09:48:25,PC,1,True
587,2 years,unverified,35,0.97,0.61,4.2,4932,126.63.38.234,2024-08-03 06:40:29,PC,1,False
588,1 year,verified,82,0.58,0.42,2.3,5296,200.155.132.163,2024-07-05 01:23:14,PC,3,False
589,1 month,verified,8,0.56,0.86,1.5,3997,154.184.129.246,2024-09-18 13:19:59,PC,1,True
590,3 years,unverified,69,0.95,0.22,1.1,7125,202.94.129.241,2024-04-17 12:49:49,PC,2,True
591,1 year,verified,7,0.12,0.35,4.3,9588,51.246.75.75,2024-04-26 09:50:03,Mobile,5,False
592,1 year,verified,80,0.21,0.24,2.9,5783,218.247.218.93,2024-05-02 17:30:15,Tablet,0,True
593,2 years,unverified,16,0.36,0.96,3.8,1685,187.16.143.36,2024-09-26 05:42:16,PC,3,True
594,3 years,verified,36,0.1,0.7,4.2,7045,155.171.248.181,2024-08-31 23:49:44,Tablet,4,False
595,2 years,verified,69,0.31,0.39,3.8,3992,56.249.153.189,2024-04-11 13:34:36,PC,0,False
596,1 year,verified,72,0.15,0.29,2.5,7952,115.83.207.107,2024-04-08 06:51:05,Tablet,2,False
597,1 year,verified,9,0.33,0.11,4.2,3804,214.112.206.37,2024-02-10 02:28:27,Tablet,2,False
598,2 years,verified,18,0.64,0.72,2.6,5112,54.92.8.150,2024-06-24 08:30:56,Mobile,1,False
599,3 years,verified,93,0.89,0.23,1.6,5407,218.233.89.45,2024-03-04 17:34:35,Mobile,1,False
600,1 year,verified,41,0.7,0.77,1.3,1903,160.41.174.229,2024-05-25 03:57:47,Mobile,4,True
601,1 month,verified,86,0.52,0.42,2.6,7067,190.163.77.93,2024-03-16 16:24:21,PC,5,True
602,1 month,verified,51,0.88,0.56,4.7,4993,173.235.74.4,2024-04-09 01:54:32,PC,1,True
603,6 months,verified,81,0.73,0.22,1.9,7047,143.156.60.22,2024-02-24 12:58:36,PC,1,True
604,3 years,unverified,32,0.82,0.91,2.5,5382,2.49.89.218,2024-04-08 15:06:07,PC,0,True
605,2 years,unverified,39,0.34,0.35,4.5,7643,222.153.252.250,2024-02-10 05:17:16,PC,4,True
606,1 year,unverified,13,0.94,0.23,2.1,1138,129.209.37.199,2024-01-30 06:31:42,Mobile,4,True
607,1 year,verified,25,0.75,0.31,3.4,6841,23.48.181.135,2024-07-25 17:54:05,Mobile,0,False
608,6 months,verified,4,0.75,0.84,2.1,238,212.48.10.18,2024-03-27 13:29:57,Tablet,0,False
609,1 year,unverified,48,0.28,0.91,3.7,2224,210.133.110.110,2024-05-15 13:04:27,Tablet,3,True
610,3 years,verified,32,0.26,0.66,1.1,843,150.218.211.38,2024-07-13 00:01:03,Tablet,2,False
611,1 month,verified,89,0.2,0.49,4.5,8207,57.252.49.192,2024-01-03 19:33:06,Mobile,4,False
612,1 month,verified,81,0.97,0.36,1.1,6811,221.144.70.124,2024-02-13 07:48:26,Tablet,1,False
613,3 years,verified,61,0.47,0.67,4.5,7706,198.10.63.205,2024-09-10 03:03:52,PC,5,True
614,6 months,verified,66,0.19,0.82,2.6,8810,217.43.114.173,2024-09-20 20:50:02,PC,0,True
615,3 years,verified,97,0.95,0.77,3.6,735,166.45.73.38,2024-04-13 11:47:15,Mobile,3,False
616,6 months,unverified,100,0.36,0.36,2.3,4045,203.164.225.173,2024-04-13 02:06:50,Mobile,4,False
617,2 years,verified,98,0.9,0.39,2.5,959,211.71.232.31,2024-07-29 13:26:40,Tablet,4,False
618,2 years,verified,80,0.72,0.99,1.8,5372,142.97.52.185,2024-03-06 04:21:55,PC,1,False
619,1 month,unverified,57,0.15,0.28,1.2,4205,61.11.220.147,2024-09-05 04:57:33,Mobile,4,True
620,3 years,verified,28,0.71,0.25,3.3,7783,107.222.58.219,2024-06-27 08:37:33,Tablet,2,True
621,1 year,unverified,19,0.78,0.71,3.6,2629,51.121.19.169,2024-02-14 04:44:04,PC,3,False
622,6 months,unverified,25,0.49,0.12,3.0,2205,58.173.138.122,2024-07-08 11:35:13,PC,3,True
623,1 year,unverified,11,0.87,0.39,4.4,9536,34.47.31.165,2024-03-11 17:21:31,PC,3,True
624,6 months,verified,87,0.49,0.79,1.6,6804,175.59.22.99,2024-01-03 05:25:46,PC,5,False
625,2 years,unverified,62,0.31,0.24,3.8,3311,205.148.147.195,2024-08-06 06:47:14,Tablet,0,True
626,2 years,verified,64,0.51,0.75,1.0,9255,193.225.197.72,2024-07-15 16:01:54,Tablet,5,True
627,6 months,unverified,55,0.18,0.98,2.7,7000,54.217.200.31,2024-06-04 16:29:48,Tablet,1,False
628,1 month,verified,92,0.71,0.55,2.9,7984,191.1.92.7,2024-01-20 19:02:29,Tablet,5,False
629,1 month,unverified,59,0.11,0.73,3.3,6495,44.84.225.54,2024-02-24 01:24:17,Mobile,4,False
630,1 year,verified,69,0.96,0.94,1.6,2774,152.47.66.222,2024-07-31 08:52:02,Mobile,4,False
631,1 year,verified,16,0.2,0.5,2.1,3451,218.83.20.193,2024-02-09 14:55:29,Mobile,2,False
632,1 month,unverified,79,0.36,0.49,1.6,3058,209.72.14.216,2024-05-14 04:54:43,PC,0,False
633,6 months,unverified,8,0.5,0.36,3.7,5025,198.73.251.233,2024-02-25 13:15:06,Tablet,4,False
634,1 year,verified,8,0.67,0.41,4.8,1079,154.104.243.78,2024-07-25 10:49:23,PC,0,True
635,1 year,unverified,59,0.29,0.65,2.0,6888,30.191.95.248,2024-01-26 23:04:28,Tablet,0,True
636,1 year,unverified,56,0.55,0.86,1.1,9350,24.214.230.146,2024-04-12 04:18:01,PC,3,True
637,1 year,verified,3,0.2,0.14,4.1,3096,149.93.130.30,2024-04-22 04:15:52,PC,3,True
638,1 year,unverified,95,0.11,0.72,3.1,2467,12.217.248.16,2024-09-06 17:36:22,PC,1,False
639,3 years,unverified,70,0.2,0.47,1.3,1053,132.126.234.140,2024-06-14 14:16:52,Mobile,5,True
640,6 months,verified,34,0.87,0.25,1.6,5861,30.24.138.205,2024-08-14 22:47:26,Mobile,3,True
641,1 month,verified,9,0.38,0.91,3.9,2550,177.137.133.39,2024-07-31 23:50:28,Tablet,1,True
642,2 years,verified,57,0.4,0.66,1.7,9841,219.20.29.83,2024-04-12 22:00:52,Mobile,1,False
643,3 years,unverified,31,0.79,0.68,3.5,598,171.127.145.235,2024-02-13 17:56:53,Mobile,1,True
644,6 months,verified,21,0.99,0.14,3.8,9129,52.170.212.167,2024-04-08 19:15:22,Tablet,2,True
645,1 year,unverified,69,0.22,0.24,2.3,6871,113.16.158.169,2024-08-27 06:52:39,Mobile,2,True
646,1 month,verified,22,0.73,0.22,4.8,5846,55.216.119.30,2024-08-30 06:04:15,PC,2,False
647,1 month,unverified,56,0.99,0.32,4.3,3611,180.3.186.15,2024-05-20 01:40:31,PC,3,True
648,3 years,unverified,63,0.7,0.73,1.1,8686,27.50.117.252,2024-03-06 09:09:53,Mobile,2,True
649,3 years,verified,77,0.61,0.52,3.0,5259,211.145.114.117,2024-02-24 08:24:08,Tablet,0,True
650,6 months,verified,10,0.45,0.48,3.7,9095,199.3.123.75,2024-07-21 07:55:05,Mobile,2,True
651,2 years,unverified,45,0.36,0.14,1.6,5636,27.124.182.143,2024-07-14 19:53:15,Mobile,0,False
652,6 months,verified,18,0.32,0.76,1.2,1826,194.54.76.12,2024-01-07 16:53:21,PC,2,True
653,1 year,verified,29,0.18,0.96,2.5,6984,88.27.13.26,2024-09-14 15:27:21,Mobile,5,True
654,3 years,unverified,8,0.61,0.84,4.6,8340,166.255.134.135,2024-07-17 05:08:42,Tablet,1,True
655,3 years,verified,16,0.39,0.75,2.7,555,187.9.75.113,2024-05-20 11:39:19,Tablet,5,False
656,6 months,verified,32,0.12,0.34,1.2,9091,191.58.252.110,2024-03-15 06:38:47,Mobile,0,True
657,3 years,unverified,28,0.89,0.49,2.3,7150,220.164.44.36,2024-09-01 15:17:27,PC,3,True
658,3 years,unverified,62,0.6,0.79,4.9,6975,211.94.253.0,2024-07-22 20:47:17,Tablet,1,False
659,6 months,verified,7,0.82,0.86,4.0,7269,174.164.216.37,2024-03-13 12:57:23,Mobile,1,False
660,6 months,unverified,91,0.84,0.76,1.9,379,147.170.45.243,2024-02-03 04:17:32,PC,5,True
661,1 year,verified,32,0.29,0.13,4.9,9616,114.240.251.84,2024-03-05 02:31:45,PC,5,True
662,1 year,unverified,92,0.79,0.69,3.4,4155,39.94.44.196,2024-02-28 22:27:50,PC,2,True
663,3 years,verified,50,0.12,0.23,4.0,4236,166.227.152.7,2024-07-02 04:45:24,Tablet,0,False
664,3 years,unverified,48,0.28,0.32,2.9,4660,158.85.8.1,2024-03-16 14:29:14,Mobile,3,False
665,1 month,unverified,21,0.28,0.37,3.1,8465,193.134.248.189,2024-04-11 04:30:14,Tablet,4,True
666,1 year,verified,37,0.31,0.16,3.4,3132,7.188.77.237,2024-08-08 02:58:55,Mobile,0,False
667,1 year,unverified,11,0.46,0.26,3.9,6772,29.247.24.74,2024-04-21 09:37:28,Mobile,4,False
668,2 years,verified,46,0.48,0.38,2.4,2583,136.196.210.252,2024-09-18 04:10:59,Tablet,5,True
669,1 month,verified,18,0.41,0.65,2.9,3406,104.159.152.169,2024-08-13 21:19:06,Mobile,3,True
670,3 years,verified,25,0.69,0.21,1.1,200,22.120.153.185,2024-06-21 05:14:59,Mobile,4,False
671,1 year,verified,17,0.3,0.8,1.3,483,201.43.168.189,2024-03-29 22:54:01,Tablet,2,False
672,3 years,verified,78,0.3,0.17,3.3,6320,122.211.188.217,2024-04-17 08:11:23,Mobile,2,False
673,3 years,unverified,92,0.3,0.46,2.4,5893,117.133.51.129,2024-07-14 16:11:56,Tablet,5,False
674,6 months,unverified,57,0.98,0.94,3.8,1851,113.106.237.224,2024-09-28 15:14:16,Tablet,3,True
675,3 years,verified,78,0.76,0.75,3.9,6616,36.129.51.178,2024-07-11 00:00:25,Mobile,5,True
676,1 year,verified,76,0.68,0.78,3.9,9196,207.216.187.109,2024-02-10 05:41:10,PC,2,True
677,6 months,verified,51,0.33,0.51,1.7,9512,196.90.191.38,2024-08-20 04:49:39,Tablet,1,False
678,1 month,verified,28,0.33,0.55,1.7,7654,174.35.170.162,2024-01-13 05:51:05,PC,5,True
679,6 months,unverified,19,0.56,0.18,2.8,4459,204.75.10.172,2024-08-14 07:41:02,Tablet,4,True
680,3 years,unverified,22,0.22,0.64,3.7,3732,81.103.110.23,2024-02-03 04:53:34,Mobile,3,False
681,2 years,unverified,55,0.25,0.64,4.3,1266,41.215.69.44,2024-04-13 13:25:23,PC,4,False
682,1 month,unverified,94,0.33,0.42,4.2,985,91.232.252.232,2024-03-31 03:20:06,Mobile,4,False
683,3 years,unverified,28,0.92,0.9,4.1,8253,199.45.22.244,2024-07-20 21:52:14,PC,0,False
684,3 years,verified,12,0.36,0.87,3.3,3085,223.195.178.114,2024-08-10 23:38:05,PC,4,True
685,2 years,unverified,54,0.59,0.34,2.7,4407,144.112.226.103,2024-08-29 23:02:18,PC,3,False
686,6 months,verified,39,0.21,0.88,2.5,4295,212.78.6.64,2024-04-19 07:06:18,Tablet,1,True
687,6 months,verified,13,0.76,0.12,1.9,7397,152.221.183.32,2024-01-19 09:30:31,PC,5,True
688,1 month,verified,75,0.42,0.53,4.2,4196,135.35.242.39,2024-09-20 18:51:04,Mobile,0,True
689,6 months,verified,68,0.59,1.0,3.6,5429,125.210.60.40,2024-01-03 04:39:03,PC,2,False
690,2 years,verified,97,0.51,0.9,1.5,2784,200.65.42.234,2024-09-29 06:19:40,Tablet,0,False
691,6 months,unverified,40,0.27,0.76,1.6,8866,212.54.195.209,2024-05-06 06:08:49,PC,1,False
692,3 years,verified,57,0.32,0.23,2.3,4099,8.39.247.15,2024-03-09 06:01:20,Tablet,5,True
693,6 months,unverified,10,0.69,0.55,2.6,9794,210.31.61.56,2024-01-29 07:47:50,Tablet,5,False
694,3 years,unverified,8,0.45,0.14,1.9,5416,167.212.204.251,2024-07-22 03:23:45,PC,0,True
695,1 month,unverified,84,0.35,0.21,1.9,5107,83.147.43.223,2024-07-04 00:36:08,Mobile,3,True
696,2 years,verified,33,0.37,0.78,3.7,331,217.173.178.179,2024-06-05 02:09:36,PC,2,False
697,1 month,verified,3,0.39,0.93,3.8,9660,131.238.42.124,2024-02-12 18:26:22,PC,5,False
698,3 years,verified,43,0.73,0.62,2.0,1516,202.30.110.34,2024-09-18 13:15:42,Mobile,3,True
699,3 years,unverified,59,0.12,0.51,4.3,7731,114.104.48.146,2024-03-24 03:34:24,Mobile,3,True
700,3 years,unverified,23,0.61,0.64,4.9,8651,207.126.234.143,2024-05-11 09:26:51,Tablet,5,False
701,2 years,verified,36,0.54,0.4,3.4,5482,34.250.74.162,2024-02-03 04:33:36,PC,1,False
702,1 year,verified,4,0.56,0.33,4.4,3723,66.208.226.231,2024-04-25 22:55:30,Tablet,2,False
703,2 years,unverified,97,0.11,0.56,3.4,132,6.158.164.64,2024-01-12 07:26:22,PC,1,False
704,3 years,unverified,40,0.94,0.85,3.0,4412,123.111.44.176,2024-02-07 04:40:40,PC,0,True
705,1 month,unverified,2,0.81,0.6,3.9,770,144.179.202.200,2024-08-01 13:08:18,Mobile,4,False
706,3 years,unverified,58,0.96,0.84,3.0,7916,150.19.56.180,2024-02-07 15:11:04,Mobile,3,True
707,1 month,unverified,25,0.49,0.61,1.1,7278,133.23.145.214,2024-09-20 01:12:00,PC,4,True
708,6 months,unverified,19,0.19,0.24,3.9,4441,32.198.67.30,2024-08-28 00:40:03,PC,4,False
709,2 years,verified,32,0.4,0.92,2.5,1778,207.28.50.244,2024-02-13 18:16:10,Tablet,3,True
710,1 month,unverified,70,0.3,0.38,4.7,2232,209.57.224.131,2024-01-02 10:52:44,Tablet,5,True
711,3 years,unverified,59,0.24,0.33,3.6,9345,214.156.45.174,2024-03-15 04:23:32,Mobile,3,True
712,6 months,unverified,38,0.5,0.92,1.1,4840,165.140.145.145,2024-09-22 12:35:02,Tablet,4,True
713,1 year,verified,43,0.16,0.39,2.2,6718,72.34.66.148,2024-03-26 01:58:30,PC,2,False
714,1 month,unverified,67,0.59,0.98,1.1,5582,201.250.226.23,2024-03-27 09:57:57,Tablet,0,False
715,1 year,verified,65,0.9,0.37,3.6,3201,149.205.213.111,2024-04-25 12:50:34,Mobile,3,False
716,2 years,unverified,82,0.82,0.82,3.1,9511,178.54.252.49,2024-09-27 02:30:36,Tablet,3,False
717,1 year,verified,29,0.67,0.3,3.2,7681,33.167.148.163,2024-05-21 19:56:15,PC,4,False
718,1 month,unverified,56,0.61,0.48,3.2,6580,201.115.189.231,2024-07-30 07:15:13,Mobile,5,True
719,1 month,verified,40,0.33,0.54,4.1,5251,182.205.161.66,2024-07-03 14:20:50,Tablet,3,False
720,2 years,unverified,91,0.54,0.73,2.5,1993,102.82.148.62,2024-04-24 16:10:33,Mobile,0,False
721,3 years,unverified,32,0.74,0.45,2.5,8581,154.255.29.148,2024-10-04 02:58:23,Mobile,1,False
722,6 months,unverified,94,0.4,0.51,4.5,1645,223.131.157.221,2024-02-10 13:52:11,Mobile,5,False
723,6 months,unverified,15,0.93,0.71,2.9,2013,101.182.11.109,2024-05-27 12:13:44,Tablet,5,True
724,6 months,unverified,75,0.47,0.83,1.3,4878,187.160.165.157,2024-04-07 01:07:09,Tablet,4,True
725,2 years,unverified,41,0.58,0.37,4.3,6780,220.195.37.199,2024-05-25 01:30:09,Mobile,2,False
726,3 years,unverified,97,0.8,0.82,4.9,9965,91.129.0.114,2024-06-20 08:01:09,PC,2,True
727,6 months,verified,17,0.2,0.72,3.7,6244,133.214.158.244,2024-09-03 02:33:02,Mobile,0,True
728,6 months,verified,18,0.76,0.4,1.7,3181,222.189.245.94,2024-03-27 00:10:51,Mobile,5,False
729,6 months,unverified,19,0.38,0.67,4.0,8260,197.221.20.131,2024-04-17 17:28:13,Mobile,1,True
730,1 year,unverified,16,0.68,0.25,3.9,5871,66.150.148.222,2024-07-14 03:28:01,Tablet,1,False
731,3 years,unverified,29,0.39,0.36,2.8,3342,17.217.68.225,2024-01-29 02:45:03,Tablet,2,False
732,6 months,verified,49,0.39,0.63,1.2,8579,155.91.33.47,2024-01-06 22:16:01,PC,3,False
733,2 years,verified,57,0.49,0.42,4.0,9342,110.30.9.20,2024-05-07 01:54:22,PC,3,True
734,2 years,verified,65,0.29,0.18,1.2,3146,215.220.104.132,2024-04-07 07:58:16,Mobile,5,True
735,3 years,unverified,1,0.93,0.15,1.6,9271,193.21.186.116,2024-02-13 05:43:27,Tablet,2,False
736,1 year,unverified,35,0.55,0.35,1.1,235,149.38.27.127,2024-04-22 16:27:28,Tablet,0,True
737,2 years,unverified,6,0.2,0.42,1.8,4319,205.181.206.4,2024-01-07 22:49:22,PC,5,False
738,1 year,verified,57,0.98,0.43,4.5,2910,185.220.20.179,2024-03-16 00:23:39,PC,0,True
739,3 years,unverified,34,0.81,0.74,3.6,6629,213.19.198.170,2024-06-15 23:04:05,PC,0,False
740,1 month,unverified,91,0.22,0.72,3.5,1934,159.63.0.96,2024-06-02 18:55:45,PC,2,False
741,2 years,unverified,40,0.23,0.72,3.1,8823,41.6.4.108,2024-01-14 21:43:11,Tablet,1,False
742,1 year,verified,98,0.73,0.41,2.5,3267,220.93.211.183,2024-09-28 00:20:40,Mobile,5,False
743,1 year,unverified,53,0.63,0.13,3.0,3381,220.239.8.154,2024-09-24 02:28:49,Mobile,0,False
744,6 months,unverified,51,0.15,0.95,4.7,513,15.133.199.119,2024-06-07 06:12:51,PC,1,False
745,1 month,unverified,93,0.44,0.76,4.8,8020,146.209.130.168,2024-02-26 00:13:49,Mobile,5,False
